[08-08-18 17:37:09.503] MPU_raw: 	0.02	0.08	9.46	0.02	0.00	0.06	17.70	19.80	-17.10
[08-08-18 17:37:09.503] MPU_ypr: 	0.38	-0.21	11.84
[08-08-18 17:37:09.503] LSM_raw: 	-0.64	-0.29	9.75	0.61	0.73	6.13	10.16	7.73	14.43
[08-08-18 17:37:09.503] MPU_raw: 	0.05	0.06	9.49	0.01	-0.01	0.04	17.70	19.80	-17.10
[08-08-18 17:37:09.503] MPU_ypr: 	0.37	-0.21	11.92
[08-08-18 17:37:09.503] LSM_raw: 	-0.65	-0.31	9.75	-0.23	0.04	5.51	10.11	7.61	14.28
[08-08-18 17:37:09.627] MPU_raw: 	0.08	0.03	9.53	0.00	-0.01	0.04	17.70	19.80	-17.10
[08-08-18 17:37:09.627] MPU_ypr: 	0.37	-0.21	11.99
[08-08-18 17:37:09.627] LSM_raw: 	-0.63	-0.31	9.77	-1.26	-0.51	6.07	10.10	7.62	14.53
[08-08-18 17:37:09.627] MPU_raw: 	0.02	0.09	9.56	0.02	0.00	0.05	17.70	19.80	-17.10
[08-08-18 17:37:09.627] MPU_ypr: 	0.37	-0.20	12.06
[08-08-18 17:37:09.627] LSM_raw: 	-0.65	-0.32	9.77	-2.25	-2.17	7.48	10.02	7.69	14.56
[08-08-18 17:37:09.627] MPU_raw: 	-0.03	0.08	9.49	0.03	0.03	0.08	17.70	19.80	-17.10
[08-08-18 17:37:09.627] MPU_ypr: 	0.38	-0.17	12.15
[08-08-18 17:37:09.627] LSM_raw: 	-0.67	-0.31	9.72	-0.86	-1.71	9.16	10.05	7.62	14.49
[08-08-18 17:37:09.627] MPU_raw: 	0.03	0.06	9.46	0.03	0.02	0.08	17.70	19.80	-17.10
[08-08-18 17:37:09.627] MPU_ypr: 	0.39	-0.15	12.23
[08-08-18 17:37:09.627] LSM_raw: 	-0.53	-0.34	9.81	-0.34	-1.47	8.20	10.23	7.60	14.48
[08-08-18 17:37:09.627] MPU_raw: 	-0.02	0.16	9.58	0.03	0.04	0.09	17.70	19.80	-17.10
[08-08-18 17:37:09.627] MPU_ypr: 	0.41	-0.09	12.38
[08-08-18 17:37:09.627] LSM_raw: 	-0.60	-0.36	9.80	-1.43	-2.86	9.42	10.14	7.71	14.50
[08-08-18 17:37:09.627] MPU_raw: 	-0.07	0.11	9.58	0.03	0.04	0.11	17.70	19.80	-17.10
[08-08-18 17:37:09.627] MPU_ypr: 	0.42	-0.05	12.51
[08-08-18 17:37:09.627] LSM_raw: 	-0.57	-0.33	9.80	-0.09	0.46	7.81	9.99	7.46	14.46
[08-08-18 17:37:09.627] MPU_raw: 	-0.01	0.06	9.54	0.01	-0.01	0.08	17.10	21.00	-15.00
[08-08-18 17:37:09.627] MPU_ypr: 	0.42	-0.03	12.63
[08-08-18 17:37:09.767] LSM_raw: 	-0.60	-0.35	9.74	1.24	-1.09	7.04	9.97	7.59	14.47
[08-08-18 17:37:09.767] MPU_raw: 	-0.01	0.06	9.49	-0.01	0.01	0.08	17.10	21.00	-15.00
[08-08-18 17:37:09.767] MPU_ypr: 	0.41	-0.01	12.74
[08-08-18 17:37:09.767] LSM_raw: 	-0.58	-0.32	9.74	1.60	0.49	5.54	10.14	7.60	14.45
[08-08-18 17:37:09.767] MPU_raw: 	0.02	0.07	9.45	-0.01	0.00	0.05	17.10	21.00	-15.00
[08-08-18 17:37:09.767] MPU_ypr: 	0.38	0.01	12.83
[08-08-18 17:37:09.767] LSM_raw: 	-0.56	-0.28	9.75	1.19	-0.19	5.22	10.09	7.59	14.62
[08-08-18 17:37:09.767] MPU_raw: 	-0.03	0.03	9.46	0.00	-0.00	0.04	17.10	21.00	-15.00
[08-08-18 17:37:09.767] MPU_ypr: 	0.36	0.02	12.89
[08-08-18 17:37:09.767] LSM_raw: 	-0.68	-0.33	9.77	0.44	-1.65	6.54	10.07	7.46	14.49
